マンション名,都,区,区域,間取り,間取りDK,間取りK,間取りL,間取りS,築年数,建物高さ,階,専有面積,賃料+管理費,敷/礼,路線1,駅1,徒歩1,賃料,管理費,敷金,礼金
東京メトロ半蔵門線神保町駅12階建築18年,東京都,千代田区,神田神保町１,1,1,0,1,0,18,12,2,40,173000,163000,東京メトロ半蔵門線,神保町駅,3,163000,10000,163000,0
(仮称)山口ビル2021,東京都,千代田区,外神田３,1,1,0,1,0,0,8,4,42,176000,342000,東京メトロ銀座線,末広町駅,3,171000,5000,171000,171000
東京メトロ日比谷線秋葉原駅12階建築1年,東京都,千代田区,神田佐久間町４,1,1,0,1,0,1,12,2,33,154000,290000,東京メトロ日比谷線,秋葉原駅,6,145000,9000,145000,145000
ライオンズマンション麹町桔梗,東京都,千代田区,麹町２,2,1,0,1,0,43,8,3,51,200000,400000,東京メトロ有楽町線,麹町駅,3,200000,0,200000,200000
シティインデックス千代田神保町,東京都,千代田区,神田神保町１,1,1,0,1,0,10,12,11,32,160000,320000,東京メトロ半蔵門線,神保町駅,2,160000,0,160000,160000
東京メトロ半蔵門線半蔵門駅地下1地上12階建築18年,東京都,千代田区,麹町３,1,1,0,1,0,18,12,8,62,300000,570000,東京メトロ半蔵門線,半蔵門駅,3,285000,15000,285000,285000
ＪＲ総武線快速新日本橋駅15階建築20年,東京都,千代田区,岩本町１,1,1,0,1,0,20,15,4,37,159000,149000,ＪＲ総武線快速,新日本橋駅,3,149000,10000,149000,0
東京メトロ有楽町線市ケ谷駅地下1地上12階建築5年,東京都,千代田区,四番町,1,1,0,1,0,5,12,8,42,255000,480000,東京メトロ有楽町線,市ケ谷駅,3,240000,15000,240000,240000
リビオレゾン大手町（０１１９１５）,東京都,千代田区,内神田１,1,1,0,1,1,9,13,2,46,225000,430000,東京メトロ千代田線,大手町駅,6,215000,10000,215000,215000
東京メトロ有楽町線麹町駅地下4地上26階建築34年,東京都,千代田区,紀尾井町,2,1,0,1,0,34,26,24,134,700000,2800000,東京メトロ有楽町線,麹町駅,2,700000,0,2800000,0
ＪＲ山手線神田駅13階建築4年,東京都,千代田区,内神田１,1,0,0,0,0,4,13,2,25,149000,278000,ＪＲ山手線,神田駅,5,139000,10000,139000,139000
Y’stower,東京都,千代田区,神田佐久間町２,2,0,0,0,0,18,11,2,44,160880,150000,ＪＲ山手線,秋葉原駅,2,150000,10880,150000,0
デュオ・スカーラ麹町,東京都,千代田区,麹町２,1,1,0,1,0,20,10,4,36,160000,300000,東京メトロ半蔵門線,半蔵門駅,3,150000,10000,150000,150000
東京メトロ有楽町線飯田橋駅10階建新築,東京都,千代田区,富士見２,1,1,0,1,0,0,10,1,33,179000,169000,東京メトロ有楽町線,飯田橋駅,3,169000,10000,169000,0
コンフォリア神田神保町,東京都,千代田区,神田神保町１,1,1,0,1,0,18,12,2,40,173000,163000,ＪＲ中央線,御茶ノ水駅,8,163000,10000,163000,0
ＪＲ総武線四ツ谷駅14階建築17年,東京都,千代田区,二番町,1,0,0,0,0,17,14,13,25,129000,129000,ＪＲ総武線,四ツ谷駅,4,129000,0,0,129000
ＪＲ山手線神田駅13階建築12年,東京都,千代田区,神田富山町,1,1,0,0,0,12,13,10,45,201500,0,ＪＲ山手線,神田駅,4,181000,20500,0,0
プレミアステージ内神田,東京都,千代田区,内神田２,1,0,0,0,0,18,10,4,33,144000,134000,ＪＲ山手線,神田駅,3,134000,10000,134000,0
パレロワイヤル六番町,東京都,千代田区,六番町,2,1,0,1,0,45,10,10,86,480000,940000,ＪＲ中央線,四ツ谷駅,4,470000,10000,470000,470000
半蔵門レジデンス,東京都,千代田区,平河町１,1,1,0,1,0,5,14,3,40,182000,546000,東京メトロ半蔵門線,半蔵門駅,3,167000,15000,364000,182000
シャルール神保町,東京都,千代田区,神田神保町１,1,1,0,1,0,4,5,3,33,171000,342000,東京メトロ半蔵門線,神保町駅,2,171000,0,171000,171000
ＪＲ中央線御茶ノ水駅地下4地上12階建築14年,東京都,千代田区,外神田２,1,1,0,1,0,14,12,12,38,170000,320000,ＪＲ中央線,御茶ノ水駅,8,160000,10000,160000,160000
東京メトロ半蔵門線半蔵門駅10階建築20年,東京都,千代田区,麹町２,1,1,0,0,0,20,10,7,34,149000,278000,東京メトロ半蔵門線,半蔵門駅,2,139000,10000,139000,139000
神田ハイム,東京都,千代田区,外神田６,1,1,0,1,0,26,8,7,51,174000,320000,東京メトロ千代田線,湯島駅,4,160000,14000,160000,160000
クオリア千代田御茶ノ水,東京都,千代田区,外神田２,1,1,0,1,0,13,12,8,38,170000,320000,東京メトロ丸ノ内線,御茶ノ水駅,9,160000,10000,160000,160000
シティハウス千代田外神田,東京都,千代田区,外神田６,1,1,0,1,0,5,13,6,38,170000,340000,東京メトロ千代田線,湯島駅,2,170000,0,170000,170000
東京メトロ半蔵門線大手町駅地下1地上14階建新築,東京都,千代田区,神田錦町１,1,1,0,1,0,0,14,7,27,187000,0,東京メトロ半蔵門線,大手町駅,7,167000,20000,0,0
東京メトロ丸ノ内線淡路町駅12階建築8年,東京都,千代田区,神田淡路町２,1,0,0,0,0,8,12,3,27,131000,242000,東京メトロ丸ノ内線,淡路町駅,2,121000,10000,121000,121000
ＪＲ中央線神田駅地下1地上9階建築3年,東京都,千代田区,神田多町２,1,1,0,1,0,3,9,9,58,270000,1080000,ＪＲ中央線,神田駅,3,270000,0,540000,540000
Ａｎｖｉｌｌｅ神田司町(アンヴイルカンダツカサマチ),東京都,千代田区,神田司町２,1,1,0,0,0,6,12,12,33,156000,292000,ＪＲ山手線,神田駅,7,146000,10000,146000,146000
グランスイート千代田麹町,東京都,千代田区,麹町６,2,1,0,1,0,4,14,9,80,460000,1380000,ＪＲ中央線,四ツ谷駅,2,460000,0,920000,460000
カスタリアお茶の水,東京都,千代田区,神田小川町３,1,1,0,1,0,21,8,2,60,250000,238000,東京メトロ半蔵門線,神保町駅,5,238000,12000,238000,0
ＪＲ山手線神田駅12階建築19年,東京都,千代田区,神田多町２,1,0,0,0,0,19,12,1,22,94000,168000,ＪＲ山手線,神田駅,4,84000,10000,84000,84000
東京メトロ日比谷線小伝馬町駅13階建築14年,東京都,千代田区,岩本町２,1,0,0,0,0,14,13,10,27,118000,100000,東京メトロ日比谷線,小伝馬町駅,4,100000,18000,0,100000
ＪＲ中央線水道橋駅14階建築10年,東京都,千代田区,神田三崎町３,1,1,0,0,0,10,14,3,34,145000,270000,ＪＲ中央線,水道橋駅,3,135000,10000,135000,135000
三番町3-3ビル,東京都,千代田区,三番町,1,1,0,1,1,12,9,7,81,368000,718000,東京メトロ半蔵門線,半蔵門駅,6,359000,9000,359000,359000
ＪＲ総武線御茶ノ水駅6階建築4年,東京都,千代田区,外神田２,1,0,0,0,0,4,6,2,25,114000,109000,ＪＲ総武線,御茶ノ水駅,6,109000,5000,0,109000
USビル,東京都,千代田区,平河町１,2,1,0,1,0,42,9,9,112,500000,1000000,東京メトロ半蔵門線,半蔵門駅,3,500000,0,1000000,0
東京メトロ有楽町線麹町駅9階建築42年,東京都,千代田区,平河町１,2,1,0,1,0,42,9,9,112,500000,1000000,東京メトロ有楽町線,麹町駅,4,500000,0,1000000,0
ヴィークグレイス三番町,東京都,千代田区,三番町,2,1,0,1,0,5,12,9,57,310000,310000,東京メトロ有楽町線,市ケ谷駅,8,310000,0,310000,0
S-RESIDENCE東神田　エスレジデンス東神田,東京都,千代田区,東神田２,1,0,0,0,0,3,12,5,25,128000,0,ＪＲ総武線快速,馬喰町駅,4,118000,10000,0,0
ミライズレジデンシャル九段,東京都,千代田区,九段北１,1,0,0,0,0,7,13,4,32,164000,154000,東京メトロ東西線,九段下駅,3,154000,10000,154000,0
Urbanex千代田淡路町　【アーバネックス千代田淡路町】,東京都,千代田区,神田小川町１,1,1,0,0,0,0,13,6,25,154000,139000,ＪＲ山手線,神田駅,10,139000,15000,139000,0
クリオ千代田御茶ノ水,東京都,千代田区,外神田２,1,1,0,1,0,0,10,3,32,175000,340000,東京メトロ銀座線,末広町駅,6,170000,5000,170000,170000
東京メトロ半蔵門線神保町駅8階建築21年,東京都,千代田区,神田小川町３,1,1,0,1,0,21,8,2,60,250000,238000,東京メトロ半蔵門線,神保町駅,5,238000,12000,238000,0
ＪＲ山手線神田駅地下1地上13階建築16年,東京都,千代田区,神田多町２,1,0,0,0,0,16,13,2,22,100500,190000,ＪＲ山手線,神田駅,4,95000,5500,95000,95000
TheHermitageザ・ハーミティッジ,東京都,千代田区,平河町２,1,1,0,1,0,22,5,2,39,180000,172000,東京メトロ半蔵門線,半蔵門駅,5,172000,8000,172000,0
東京メトロ銀座線末広町駅地下1地上9階建築22年,東京都,千代田区,外神田３,1,0,0,0,0,22,9,1,32,114000,105000,東京メトロ銀座線,末広町駅,2,105000,9000,105000,0
東京メトロ東西線九段下駅地下1地上9階建築17年,東京都,千代田区,三番町,2,1,0,1,0,17,9,8,156,665000,1300000,東京メトロ東西線,九段下駅,9,650000,15000,650000,650000
ユニロイヤル一番町,東京都,千代田区,一番町,2,1,0,0,0,40,7,3,45,200000,376000,東京メトロ半蔵門線,半蔵門駅,3,188000,12000,188000,188000
東京メトロ有楽町線麹町駅地下4地上17階建築23年,東京都,千代田区,二番町,1,1,0,1,0,23,17,3,53,320000,640000,東京メトロ有楽町線,麹町駅,4,320000,0,320000,320000
KDXレジデンス半蔵門,東京都,千代田区,麹町２,1,0,0,0,0,20,13,2,31,150000,140000,東京メトロ半蔵門線,半蔵門駅,2,140000,10000,140000,0
ライジングプレイス秋葉原,東京都,千代田区,東神田２,1,0,0,0,0,16,12,8,30,133000,120000,ＪＲ山手線,秋葉原駅,9,120000,13000,0,120000
東京メトロ半蔵門線半蔵門駅14階建築1年,東京都,千代田区,麹町２,1,1,0,1,0,1,14,2,65,298500,286000,東京メトロ半蔵門線,半蔵門駅,4,286000,12500,0,286000
ＪＲ総武線快速馬喰町駅12階建築3年,東京都,千代田区,東神田２,1,0,0,0,0,3,12,4,25,128000,0,ＪＲ総武線快速,馬喰町駅,4,118000,10000,0,0
Ｎ３５　ＥＡＳＴ,東京都,千代田区,岩本町２,1,0,0,0,0,19,13,7,25,108000,98000,東京メトロ日比谷線,小伝馬町駅,4,98000,10000,98000,0
カスタリア神保町,東京都,千代田区,神田神保町２,1,0,0,0,0,19,11,2,26,123000,115000,東京メトロ半蔵門線,神保町駅,3,115000,8000,115000,0
東京メトロ半蔵門線神保町駅11階建築19年,東京都,千代田区,神田神保町２,1,0,0,0,0,19,11,8,26,127000,119000,東京メトロ半蔵門線,神保町駅,4,119000,8000,119000,0
都営新宿線小川町駅11階建築2年,東京都,千代田区,神田小川町３,1,1,0,1,0,2,11,10,51,235000,450000,都営新宿線,小川町駅,6,225000,10000,225000,225000
ＪＲ山手線神田駅12階建築19年,東京都,千代田区,内神田２,1,0,0,0,0,19,12,9,27,127000,240000,ＪＲ山手線,神田駅,4,120000,7000,120000,120000
プチグランデ秋葉原,東京都,千代田区,神田佐久間町２,1,0,0,0,0,10,9,4,23,114000,212000,東京メトロ日比谷線,秋葉原駅,1,106000,8000,106000,106000
東京メトロ東西線九段下駅12階建築19年,東京都,千代田区,飯田橋２,1,0,0,0,0,19,12,9,24,110000,100000,東京メトロ東西線,九段下駅,4,100000,10000,0,100000
RAXA神田須田町ラクサ神田須田町,東京都,千代田区,神田須田町１,1,0,0,0,0,3,10,7,30,138500,128000,東京メトロ銀座線,神田駅,2,128000,10500,0,128000
スカイコート九段下敷礼なし,東京都,千代田区,飯田橋２,1,0,0,0,0,19,12,6,23,112500,102000,東京メトロ東西線,九段下駅,4,102000,10500,0,102000
スカイコート神田第5,東京都,千代田区,東神田２,1,0,0,0,0,18,13,3,22,90000,180000,ＪＲ総武線,浅草橋駅,5,90000,0,90000,90000
ビュロー平河町（ビューロヒラカワチョウ）,東京都,千代田区,平河町１,1,1,0,1,0,24,8,4,73,280000,560000,東京メトロ半蔵門線,半蔵門駅,3,280000,0,280000,280000
東京メトロ半蔵門線半蔵門駅10階建築51年,東京都,千代田区,平河町２,2,1,0,0,0,51,10,9,41,110000,300000,東京メトロ半蔵門線,半蔵門駅,3,100000,10000,200000,100000
ウェルスクエア神保町,東京都,千代田区,西神田３,1,0,0,0,0,11,10,3,25,115000,218000,東京メトロ半蔵門線,九段下駅,5,109000,6000,109000,109000
ＪＲ山手線神田駅13階建築8年,東京都,千代田区,内神田２,1,0,0,0,0,8,13,4,26,140000,260000,ＪＲ山手線,神田駅,3,130000,10000,130000,130000
ＪＲ中央線御茶ノ水駅9階建築8年,東京都,千代田区,外神田２,1,1,0,1,0,8,9,5,40,166500,154000,ＪＲ中央線,御茶ノ水駅,7,154000,12500,0,154000
メインステージ神田岩本町ＩＩ,東京都,千代田区,岩本町１,1,0,0,0,0,18,8,3,22,88000,0,ＪＲ総武線快速,馬喰町駅,3,73000,15000,0,0
ＪＲ山手線神田駅12階建築5年,東京都,千代田区,神田西福田町,1,0,0,0,0,5,12,4,28,145000,270000,ＪＲ山手線,神田駅,5,135000,10000,135000,135000
メインステージ秋葉原駅前,東京都,千代田区,外神田１,1,0,0,0,0,20,12,4,22,96000,88000,ＪＲ山手線,秋葉原駅,4,88000,8000,0,88000
ＪＲ中央線市ケ谷駅12階建築10年,東京都,千代田区,一番町,1,0,0,0,0,10,12,4,25,119000,0,ＪＲ中央線,市ケ谷駅,9,109000,10000,0,0
プライムメゾン神保町,東京都,千代田区,神田神保町１,1,0,0,0,0,10,14,13,25,135000,250000,東京メトロ半蔵門線,神保町駅,5,125000,10000,125000,125000
ビラビスタ猿楽町,東京都,千代田区,神田猿楽町１,1,0,0,0,0,7,8,2,21,108000,100000,都営三田線,神保町駅,3,100000,8000,100000,0
サンテミリオンお茶の水,東京都,千代田区,神田錦町３,1,0,0,0,0,20,13,5,22,92000,174000,東京メトロ千代田線,新御茶ノ水駅,4,87000,5000,87000,87000
ＪＲ山手線神田駅8階建築20年,東京都,千代田区,岩本町２,1,0,0,0,0,20,8,1,22,91500,81000,ＪＲ山手線,神田駅,6,81000,10500,0,81000
スカイコートヌーベル神田,東京都,千代田区,岩本町１,1,0,0,0,0,20,8,2,23,89000,158000,ＪＲ総武線快速,新日本橋駅,4,79000,10000,79000,79000
ＪＲ山手線神田駅12階建築4年,東京都,千代田区,神田須田町２,1,0,0,0,0,4,12,5,20,113000,0,ＪＲ山手線,神田駅,5,98000,15000,0,0
東京メトロ半蔵門線大手町駅12階建築5年,東京都,千代田区,神田錦町３,1,0,0,0,0,5,12,3,30,146000,69000,東京メトロ半蔵門線,大手町駅,9,138000,8000,69000,0
アーバイル神田EAST,東京都,千代田区,神田須田町２,1,0,0,0,0,19,10,5,25,120500,110000,ＪＲ山手線,秋葉原駅,4,110000,10500,0,110000
ＪＲ中央線水道橋駅12階建築10年,東京都,千代田区,神田三崎町２,1,0,0,0,0,10,12,3,25,113000,103000,ＪＲ中央線,水道橋駅,3,103000,10000,0,103000
ジオ一番町,東京都,千代田区,一番町,1,1,0,1,0,0,11,4,45,285000,546000,東京メトロ半蔵門線,半蔵門駅,2,273000,12000,273000,273000
ＪＲ中央線水道橋駅14階建築1年,東京都,千代田区,神田猿楽町２,1,1,0,0,0,1,14,6,25,145000,130000,ＪＲ中央線,水道橋駅,6,130000,15000,130000,0
東京メトロ有楽町線永田町駅8階建築14年,東京都,千代田区,平河町２,1,0,0,0,0,14,8,3,31,144000,268000,東京メトロ有楽町線,永田町駅,5,134000,10000,134000,134000
マストライフ飯田橋,東京都,千代田区,飯田橋２,1,0,0,0,0,14,11,6,28,125000,119000,東京メトロ東西線,飯田橋駅,3,119000,6000,119000,0
東京メトロ丸ノ内線赤坂見附駅10階建築21年,東京都,千代田区,永田町２,1,0,0,0,0,21,10,2,40,161000,302000,東京メトロ丸ノ内線,赤坂見附駅,3,151000,10000,151000,151000
ミュゼ麹町,東京都,千代田区,麹町６,1,0,0,0,0,17,8,7,34,120000,240000,ＪＲ中央線,四ツ谷駅,3,120000,0,120000,120000
グランドメゾン九段南,東京都,千代田区,九段南４,1,0,0,0,0,15,14,9,31,138500,192000,都営新宿線,市ケ谷駅,4,128000,10500,128000,64000
ＪＲ中央線市ケ谷駅9階建築2年,東京都,千代田区,三番町,2,1,0,1,0,2,9,8,63,299000,558000,ＪＲ中央線,市ケ谷駅,9,279000,20000,279000,279000
ライオンズ千代田三崎町,東京都,千代田区,神田三崎町３,1,1,0,0,0,10,14,3,34,145000,270000,ＪＲ中央線,水道橋駅,2,135000,10000,135000,135000
ディム秋葉原,東京都,千代田区,神田和泉町,1,1,0,0,0,19,9,8,35,140000,130000,ＪＲ山手線,秋葉原駅,3,130000,10000,0,130000
Aden　jinbocho　【アーデン神保町】,東京都,千代田区,神田小川町３,1,1,0,0,0,19,12,10,40,197000,0,ＪＲ中央線,御茶ノ水駅,9,187000,10000,0,0
ＪＲ山手線神田駅地下1地上4階建築34年,東京都,千代田区,神田東松下町,5,1,0,0,0,34,4,1,121,400000,800000,ＪＲ山手線,神田駅,4,400000,0,400000,400000
ライオンズマンション平河町,東京都,千代田区,平河町２,1,1,0,1,0,44,9,7,37,145000,420000,東京メトロ有楽町線,麹町駅,4,140000,5000,280000,140000
ワールドレジデンス大手町,東京都,千代田区,神田錦町２,1,0,0,0,0,9,9,9,25,125000,240000,東京メトロ東西線,竹橋駅,5,120000,5000,120000,120000
ＪＲ中央線神田駅10階建新築,東京都,千代田区,外神田２,1,1,0,1,0,0,10,3,32,175000,340000,ＪＲ中央線,神田駅,13,170000,5000,170000,170000
HOPECITY　AKIABARA　【ホープシティ秋葉原】,東京都,千代田区,岩本町３,1,0,0,0,0,16,15,14,22,107000,100000,ＪＲ山手線,秋葉原駅,5,100000,7000,100000,0
フェルクルール秋葉原,東京都,千代田区,外神田６,1,0,0,0,0,9,10,3,24,118000,0,東京メトロ銀座線,末広町駅,3,103000,15000,0,0
東京メトロ銀座線末広町駅10階建築9年,東京都,千代田区,外神田６,1,0,0,0,0,9,10,3,24,118000,0,東京メトロ銀座線,末広町駅,3,103000,15000,0,0
東京メトロ銀座線神田駅10階建築8年,東京都,千代田区,鍛冶町２,1,1,0,0,0,8,10,2,30,150000,280000,東京メトロ銀座線,神田駅,2,140000,10000,140000,140000
リヴシティ一番町,東京都,千代田区,一番町,1,0,0,0,0,10,12,4,25,119000,0,東京メトロ半蔵門線,半蔵門駅,2,109000,10000,0,0
ガラ・ステーション岩本町Ｓｏｕｔｈ,東京都,千代田区,岩本町３,1,0,0,0,0,18,15,11,26,104000,288000,ＪＲ山手線,秋葉原駅,6,96000,8000,96000,192000
グランパセオ竹橋,東京都,千代田区,神田錦町３,1,0,0,0,0,5,12,3,30,146000,69000,東京メトロ東西線,竹橋駅,3,138000,8000,69000,0
HF東神田レジデンス,東京都,千代田区,東神田３,1,0,0,0,0,18,12,4,22,95000,180000,ＪＲ総武線,浅草橋駅,3,90000,5000,90000,90000
